Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-05-18 00:00:00-04:00,163.11075136483095,164.2169780112182,162.9850353631128,163.6387176513672,6954000,0.0,0.0,0.0
2015-05-25 00:00:00-04:00,163.19457635009124,163.62199292412555,161.49332437018526,162.1553955078125,5300800,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,162.7755683260652,163.36220480643905,160.55472565475122,161.1581268310547,6416800,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,161.04915532996776,162.8928752322359,159.540652578034,161.33409118652344,6716300,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,160.2529416344105,163.86495806989097,159.62440013530713,162.45703125,5116000,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,162.89290378257445,163.3538370358582,160.73910699936405,161.25869750976562,8834300,0.902,0.0,0.0
2015-06-29 00:00:00-04:00,160.6316585871716,161.17893607082758,158.49305214539365,160.08438110351562,11295600,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,158.8972141027783,160.7327098674323,157.60899588510983,160.17701721191406,10996100,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,161.31369103133687,164.11746417594915,161.3052759218919,164.05853271484375,5151400,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,164.2605832904154,164.57212217668484,160.27805280832405,160.5390625,5558100,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,159.78974653670528,163.27551667786415,159.2592990649537,162.45880126953125,7509700,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,162.50086201315344,163.1323420468833,159.713932186558,160.5390625,9228600,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,161.57468992958133,162.62715667703168,158.54359340542098,161.6757354736328,12000100,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,161.17056677825835,162.63560530199203,152.43087768554688,152.43087768554688,15063600,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,144.81941233286273,154.2410959233729,141.5188784306967,153.84536743164062,37657100,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,152.96976213460445,153.6938599665317,147.2022505076529,148.5999298095703,17616700,0.0,0.0,0.0
2015-09-07 00:00:00-04:00,151.27737079457066,153.95485309183945,149.93022096013908,151.8246612548828,8333400,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,152.0435430156509,156.59862174072654,150.86477266420707,151.66465759277344,10957100,0.0,0.0,0.0
2015-09-21 00:00:00-04:00,151.68149870638823,152.5655733216137,147.0843312632064,148.82720947265625,11606100,0.953,0.0,0.0
2015-09-28 00:00:00-04:00,148.85699307461223,151.30323791503906,145.04796051171613,151.30323791503906,17331600,0.0,0.0,0.0
2015-10-05 00:00:00-04:00,152.47980484907396,156.66127820741605,152.36130213071652,156.23805236816406,9828900,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,156.322643145805,157.72775561268827,154.3842750633301,157.6092529296875,6855800,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,157.15223649333208,161.35910276394546,156.4750725037523,161.01205444335938,6599600,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,160.9189497428838,162.51874310367745,159.68312445090137,161.2998504638672,8635400,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,161.65534158435565,164.26241436275237,161.5453116464353,162.99273681640625,12468300,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,162.42560530299204,162.5271753671151,157.0844975007358,157.16067504882812,10178900,0.0,0.0,0.0
2015-11-16 00:00:00-05:00,157.01676479314733,163.07736107849234,156.89826209106855,162.45944213867188,9898000,0.0,0.0,0.0
2015-11-23 00:00:00-05:00,162.42558764677094,162.975775988733,160.97814981122326,162.64566040039062,4533300,0.0,0.0,0.0
2015-11-30 00:00:00-05:00,162.8996554162079,163.74610726343772,158.90440166401686,162.65419006347656,10988600,0.0,0.0,0.0
2015-12-07 00:00:00-05:00,162.4171698636621,162.4171698636621,156.3819646066696,156.57664489746094,15143000,0.0,0.0,0.0
2015-12-14 00:00:00-05:00,156.86442497955915,161.8076994843094,155.16304890775461,156.08567810058594,20511000,0.0,0.0,0.0
2015-12-21 00:00:00-05:00,156.37346218811473,160.1232363116493,155.29846511561672,159.5645751953125,8038000,1.092,0.0,0.0
2015-12-28 00:00:00-05:00,159.9531858788746,162.2181505085669,159.1697998046875,159.1697998046875,9356400,0.0,0.0,0.0
2016-01-04 00:00:00-05:00,156.47909010675875,157.62859946151758,149.5649484854394,149.83743286132812,22140900,0.0,0.0,0.0
2016-01-11 00:00:00-05:00,150.74852278631656,152.1109186612658,144.83916413510687,146.584716796875,24786500,0.0,0.0,0.0
2016-01-18 00:00:00-05:00,148.33026136468828,148.89225055766985,141.31395868662068,148.72195434570312,20057200,0.0,0.0,0.0
2016-01-25 00:00:00-05:00,148.24515480792567,151.3531036376953,146.03126455057523,151.3531036376953,15632600,0.0,0.0,0.0
2016-02-01 00:00:00-05:00,150.38240579761725,151.8980645815049,146.090880329336,146.72097778320312,18829500,0.0,0.0,0.0
2016-02-08 00:00:00-05:00,145.00094092280142,147.01046774511076,141.3906138470652,145.72471618652344,12955800,0.0,0.0,0.0
2016-02-15 00:00:00-05:00,147.47879493924057,150.9273490968482,146.49958179242003,149.92259216308594,7409300,0.0,0.0,0.0
2016-02-22 00:00:00-05:00,151.37863074897282,153.5754872412476,147.81939139614755,152.40042114257812,12385700,0.0,0.0,0.0
2016-02-29 00:00:00-05:00,152.36638087375934,157.2369289496565,151.03805194265485,156.48760986328125,15980400,0.0,0.0,0.0
2016-03-07 00:00:00-05:00,155.69570264184696,158.3864141451133,154.14597713077904,158.36087036132812,12798400,0.0,0.0,0.0
2016-03-14 00:00:00-04:00,157.86702087902512,160.7535857228423,157.03256019362107,160.46408081054688,9999500,0.0,0.0,0.0
2016-03-21 00:00:00-04:00,159.38268315980758,160.25973416689231,157.53494224650686,158.6333770751953,6565100,1.006,0.0,0.0
2016-03-28 00:00:00-04:00,159.87857543653254,162.61799184308498,158.91123159063028,162.45533752441406,10764100,0.0,0.0,0.0
2016-04-04 00:00:00-04:00,162.42961810530915,162.56657844314117,159.45050542929562,160.57196044921875,9536900,0.0,0.0,0.0
2016-04-11 00:00:00-04:00,161.16258122668054,163.7735786712422,159.93841614918827,163.13153076171875,10193400,0.0,0.0,0.0
2016-04-18 00:00:00-04:00,162.64358651169218,165.58843538141466,162.52373808712497,164.07321166992188,9294000,0.0,0.0,0.0
2016-04-25 00:00:00-04:00,163.56819052411174,164.74099428061646,160.98287302117515,161.98446655273438,10419300,0.0,0.0,0.0
2016-05-02 00:00:00-04:00,162.48954334204447,163.4654560053224,160.08400503552187,161.4965057373047,9233400,0.0,0.0,0.0
2016-05-09 00:00:00-04:00,161.41091721423425,163.68805125796288,160.47781031520765,160.734619140625,8757500,0.0,0.0,0.0
2016-05-16 00:00:00-04:00,160.92298740506894,162.78921464930337,159.20230260849814,161.35958862304688,9728800,0.0,0.0,0.0
2016-05-23 00:00:00-04:00,161.3509907426492,165.0748755603963,160.95720849152215,165.0235137939453,7621400,0.0,0.0,0.0
2016-05-30 00:00:00-04:00,165.35734607454776,165.63127979633896,164.01331915630152,165.15188598632812,8696200,0.0,0.0,0.0
2016-06-06 00:00:00-04:00,165.46859114953418,166.88966040719455,164.46699791973708,164.93783569335938,7224400,0.0,0.0,0.0
2016-06-13 00:00:00-04:00,164.39000209121272,165.19470450380877,161.42802736772387,163.02029418945312,10405500,0.0,0.0,0.0
2016-06-20 00:00:00-04:00,164.84367016686141,165.5970106139261,159.22789281146757,159.51895141601562,18157900,0.953,0.0,0.0
2016-06-27 00:00:00-04:00,159.2149317583316,166.1492880654396,156.81458270117142,165.70191955566406,22333800,0.0,0.0,0.0
2016-07-04 00:00:00-04:00,164.9533849817746,168.07643096447623,163.43918763174452,167.9129638671875,8183900,0.0,0.0,0.0
2016-07-11 00:00:00-04:00,168.30009120950714,171.14782101688627,168.11942674817897,170.35630798339844,14752000,0.0,0.0,0.0
2016-07-18 00:00:00-04:00,170.4767634819748,171.58661202285975,170.2444805920217,171.49197387695312,9444500,0.0,0.0,0.0
2016-07-25 00:00:00-04:00,171.29414982094215,171.72432095245856,170.21872199215116,171.44900512695312,7393800,0.0,0.0,0.0
2016-08-01 00:00:00-04:00,171.49202208234752,172.2577261589081,169.38418619768353,172.21470642089844,11458100,0.0,0.0,0.0
2016-08-08 00:00:00-04:00,172.42115989580964,172.8341204196109,171.49198887142302,172.4727783203125,7848400,0.0,0.0,0.0
2016-08-15 00:00:00-04:00,172.83412975698167,173.28151133980688,171.32853103134244,172.5330047607422,12342000,0.0,0.0,0.0
