Date,Close
2014-09-22,457.3340148925781
2014-09-29,435.7909851074219
2014-10-06,386.9440002441406
2014-10-13,336.18701171875
2014-10-20,400.8699951171875
2014-10-27,386.4750061035156
2014-11-03,357.6180114746094
2014-11-10,330.49200439453125
2014-11-17,367.69500732421875
2014-11-24,375.197998046875
2014-12-01,375.3479919433594
2014-12-08,381.31500244140625
2014-12-15,352.218994140625
2014-12-22,327.06201171875
2014-12-29,334.5719909667969
2015-01-05,310.73699951171875
2015-01-12,286.1889953613281
2015-01-19,225.86099243164062
2015-01-26,211.31500244140625
2015-02-02,263.4750061035156
2015-02-09,227.26800537109375
2015-02-16,219.83900451660156
2015-02-23,243.61000061035156
2015-03-02,238.73500061035156
2015-03-09,281.7019958496094
2015-03-16,291.760009765625
2015-03-23,285.5050048828125
2015-03-30,245.59500122070312
2015-04-06,244.2239990234375
2015-04-13,253.17999267578125
2015-04-20,219.15899658203125
2015-04-27,235.2689971923828
2015-05-04,225.85499572753906
2015-05-11,236.12100219726562
2015-05-18,241.11199951171875
2015-05-25,231.94700622558594
2015-06-01,237.11599731445312
2015-06-08,225.80299377441406
2015-06-15,229.04800415039062
2015-06-22,250.89500427246094
2015-06-29,244.29600524902344
2015-07-06,263.0719909667969
2015-07-13,266.2070007324219
2015-07-20,287.4639892578125
2015-07-27,275.8330078125
2015-08-03,294.427001953125
2015-08-10,285.2179870605469
2015-08-17,270.385986328125
2015-08-24,211.07899475097656
2015-08-31,221.60899353027344
2015-09-07,228.12100219726562
2015-09-14,243.60699462890625
2015-09-21,230.3040008544922
2015-09-28,230.6179962158203
2015-10-05,236.68699645996094
2015-10-12,246.06300354003906
2015-10-19,249.50799560546875
2015-10-26,269.4630126953125
2015-11-02,293.7879943847656
2015-11-09,403.4169921875
2015-11-16,336.8190002441406
2015-11-23,335.093994140625
2015-11-30,320.0459899902344
2015-12-07,362.4880065917969
2015-12-14,415.56298828125
2015-12-21,465.3210144042969
2015-12-28,436.5719909667969
2016-01-04,432.9830017089844
2016-01-11,431.9599914550781
2016-01-18,435.69000244140625
2016-01-25,380.14898681640625
2016-02-01,392.15301513671875
2016-02-08,374.447998046875
2016-02-15,376.02899169921875
2016-02-22,407.4880065917969
2016-02-29,420.7359924316406
2016-03-07,435.12298583984375
2016-03-14,413.97198486328125
2016-03-21,416.8299865722656
2016-03-28,418.0889892578125
2016-04-04,416.5159912109375
2016-04-11,424.0299987792969
2016-04-18,425.19000244140625
2016-04-25,435.5090026855469
2016-05-02,466.0889892578125
2016-05-09,450.3039855957031
2016-05-16,450.8949890136719
2016-05-23,453.7829895019531
2016-05-30,445.9809875488281
2016-06-06,531.385986328125
2016-06-13,576.5969848632812
2016-06-20,685.5590209960938
2016-06-27,666.6519775390625
2016-07-04,647.0009765625
2016-07-11,670.6270141601562
2016-07-18,664.551025390625
2016-07-25,672.864013671875
2016-08-01,651.7839965820312
2016-08-08,547.4650268554688
2016-08-15,587.801025390625
2016-08-22,577.4390258789062
2016-08-29,583.4149780273438
2016-09-05,577.5029907226562
2016-09-12,610.4359741210938
2016-09-19,609.2410278320312
2016-09-26,608.31201171875
2016-10-03,606.166015625
2016-10-10,610.2039794921875
2016-10-17,641.072021484375
2016-10-24,637.9600219726562
2016-10-31,657.5880126953125
2016-11-07,729.7930297851562
2016-11-14,709.8480224609375
2016-11-21,711.6190185546875
2016-11-28,751.3469848632812
2016-12-05,735.60400390625
2016-12-12,764.2239990234375
2016-12-19,780.5560302734375
2016-12-26,800.8759765625
2017-01-02,933.197998046875
2017-01-09,1043.8399658203125
2017-01-16,907.6790161132812
2017-01-23,907.93798828125
2017-01-30,892.68701171875
2017-02-06,970.4030151367188
2017-02-13,1061.3499755859375
2017-02-20,1004.5499877929688
2017-02-27,1115.300048828125
2017-03-06,1179.969970703125
2017-03-13,1223.5400390625
2017-03-20,1240.0
2017-03-27,1120.5400390625
2017-04-03,1047.1500244140625
2017-04-10,1133.25
2017-04-17,1205.010009765625
2017-04-24,1211.6700439453125
2017-05-01,1265.489990234375
2017-05-08,1452.8199462890625
2017-05-15,1755.3599853515625
2017-05-22,1734.449951171875
2017-05-29,2320.419921875
2017-06-05,2175.469970703125
2017-06-12,2863.199951171875
2017-06-19,2717.02001953125
2017-06-26,2721.7900390625
2017-07-03,2552.449951171875
2017-07-10,2601.639892578125
2017-07-17,2337.7900390625
2017-07-24,2318.8798828125
2017-07-31,2576.47998046875
2017-08-07,2718.260009765625
2017-08-14,3419.93994140625
2017-08-21,4181.93017578125
2017-08-28,4100.52001953125
2017-09-04,4579.02001953125
2017-09-11,4376.52978515625
2017-09-18,4130.81005859375
2017-09-25,3924.969970703125
2017-10-02,3892.35009765625
2017-10-09,4317.47998046875
2017-10-16,4781.990234375
2017-10-23,5605.509765625
2017-10-30,5526.64013671875
2017-11-06,6468.39990234375
2017-11-13,7144.3798828125
2017-11-20,6635.75
2017-11-27,8071.259765625
2017-12-04,10058.7998046875
2017-12-11,11916.7001953125
2017-12-18,17415.400390625
2017-12-25,17776.69921875
2018-01-01,16099.7998046875
2018-01-08,14982.099609375
2018-01-15,14595.400390625
2018-01-22,11490.5
2018-01-29,10868.400390625
2018-02-05,10106.2998046875
2018-02-12,7754.0
2018-02-19,8598.3095703125
2018-02-26,11403.7001953125
2018-03-05,10725.599609375
2018-03-12,10779.900390625
2018-03-19,9194.849609375
2018-03-26,8913.4697265625
2018-04-02,7833.0400390625
2018-04-09,7456.10986328125
2018-04-16,6834.759765625
2018-04-23,7902.08984375
2018-04-30,9697.5
2018-05-07,9119.009765625
2018-05-14,9234.8203125
2018-05-21,8510.3798828125
2018-05-28,8041.77978515625
2018-06-04,7472.58984375
2018-06-11,7633.759765625
2018-06-18,6582.35986328125
2018-06-25,6769.93994140625
2018-07-02,6093.669921875
2018-07-09,6529.58984375
2018-07-16,6329.9501953125
2018-07-23,7321.0400390625
2018-07-30,8424.26953125
2018-08-06,7780.43994140625
2018-08-13,6753.1201171875
2018-08-20,6199.7099609375
2018-08-27,6488.759765625
2018-09-03,7096.27978515625
2018-09-10,7361.66015625
2018-09-17,6321.2001953125
2018-09-24,6371.2998046875
2018-10-01,6446.47021484375
2018-10-08,6556.10009765625
2018-10-15,6642.64013671875
2018-10-22,6596.10986328125
2018-10-29,6475.740234375
2018-11-05,6334.27001953125
2018-11-12,6461.009765625
2018-11-19,6359.490234375
2018-11-26,4451.8701171875
2018-12-03,3820.719970703125
2018-12-10,3956.893798828125
2018-12-17,3424.588134765625
2018-12-24,3696.05908203125
2018-12-31,3815.49072265625
2019-01-07,3843.52001953125
2019-01-14,4030.847900390625
2019-01-21,3630.67529296875
2019-01-28,3604.5771484375
2019-02-04,3448.116943359375
2019-02-11,3466.357421875
2019-02-18,3653.528564453125
2019-02-25,3947.094482421875
2019-03-04,3854.35791015625
2019-03-11,3896.375
2019-03-18,3909.15625
2019-03-25,4071.190185546875
2019-04-01,3985.080810546875
2019-04-08,4879.8779296875
2019-04-15,5204.95849609375
2019-04-22,5235.5595703125
2019-04-29,5572.3623046875
2019-05-06,5350.7265625
2019-05-13,5829.50146484375
2019-05-20,7994.416015625
2019-05-27,7963.32763671875
2019-06-03,8719.9619140625
2019-06-10,7707.77099609375
2019-06-17,7927.71435546875
2019-06-24,9081.7626953125
2019-07-01,11790.9169921875
2019-07-08,10801.677734375
2019-07-15,12573.8125
2019-07-22,9477.6416015625
2019-07-29,9900.767578125
2019-08-05,9607.423828125
2019-08-12,11478.1689453125
2019-08-19,10895.830078125
2019-08-26,10763.232421875
2019-09-02,10185.5
2019-09-09,10623.5400390625
2019-09-16,10115.9755859375
2019-09-23,10241.2724609375
2019-09-30,8620.56640625
2019-10-07,8343.2763671875
2019-10-14,8228.783203125
2019-10-21,8205.369140625
2019-10-28,8078.203125
2019-11-04,9427.6875
2019-11-11,9342.52734375
2019-11-18,8815.662109375
2019-11-25,8206.1455078125
2019-12-02,7218.37109375
2019-12-09,7320.1455078125
2019-12-16,7278.11962890625
2019-12-23,6640.51513671875
2019-12-30,7322.5322265625
2020-01-06,7193.59912109375
2020-01-13,8163.6923828125
2020-01-20,8827.7646484375
2020-01-27,8745.89453125
2020-02-03,9358.58984375
2020-02-10,9180.962890625
2020-02-17,10208.236328125
2020-02-24,10141.99609375
2020-03-02,9341.705078125
2020-03-09,8787.7861328125
2020-03-16,7909.7294921875
2020-03-23,5225.62939453125
2020-03-30,6734.8037109375
2020-04-06,6438.64453125
2020-04-13,7176.41455078125
2020-04-20,6842.427734375
2020-04-27,6880.3232421875
2020-05-04,7807.05859375
2020-05-11,9003.0703125
2020-05-18,8804.4775390625
2020-05-25,9729.0380859375
2020-06-01,8835.052734375
2020-06-08,9529.8037109375
2020-06-15,9795.7001953125
2020-06-22,9538.0244140625
2020-06-29,9629.658203125
2020-07-06,9137.9931640625
2020-07-13,9252.27734375
2020-07-20,9243.2138671875
2020-07-27,9374.8876953125
2020-08-03,10912.8232421875
2020-08-10,11205.892578125
2020-08-17,11410.525390625
2020-08-24,11991.2333984375
2020-08-31,11366.134765625
2020-09-07,11970.478515625
2020-09-14,10131.5166015625
2020-09-21,10796.951171875
2020-09-28,10538.4599609375
2020-10-05,10844.640625
2020-10-12,10604.40625
2020-10-19,11425.8994140625
2020-10-26,11916.3349609375
2020-11-02,13654.21875
2020-11-09,13950.30078125
2020-11-16,15290.90234375
2020-11-23,17645.40625
2020-11-30,19107.46484375
2020-12-07,18802.998046875
2020-12-14,18321.14453125
2020-12-21,19417.076171875
2020-12-28,23783.029296875
2021-01-04,27362.4375
2021-01-11,33992.4296875
2021-01-18,33922.9609375
2021-01-25,36069.8046875
2021-02-01,32569.849609375
2021-02-08,35510.2890625
2021-02-15,46481.10546875
2021-02-22,49199.87109375
2021-03-01,48824.42578125
2021-03-08,48378.98828125
2021-03-15,54824.1171875
2021-03-22,56804.90234375
2021-03-29,54738.9453125
2021-04-05,58917.69140625
2021-04-12,58192.359375
2021-04-19,63503.45703125
2021-04-26,56473.03125
2021-05-03,55033.1171875
2021-05-10,53333.5390625
2021-05-17,56704.57421875
2021-05-24,42909.40234375
2021-05-31,38402.22265625
2021-06-07,36684.92578125
2021-06-14,33472.6328125
2021-06-21,40406.26953125
2021-06-28,32505.66015625
2021-07-05,35867.77734375
2021-07-12,34235.1953125
2021-07-19,32702.025390625
2021-07-26,29807.34765625
2021-08-02,39406.94140625
2021-08-09,38152.98046875
2021-08-16,45585.03125
2021-08-23,44695.359375
2021-08-30,47706.1171875
2021-09-06,47166.6875
2021-09-13,46811.12890625
2021-09-20,47092.4921875
2021-09-27,40693.67578125
2021-10-04,41034.54296875
2021-10-11,51514.8125
2021-10-18,56041.05859375
2021-10-25,64261.9921875
2021-11-01,60363.79296875
2021-11-08,63226.40234375
2021-11-15,66971.828125
2021-11-22,60161.24609375
2021-11-29,57569.07421875
2021-12-06,57005.42578125
2021-12-13,50700.0859375
2021-12-20,46612.6328125
2021-12-27,48936.61328125
2022-01-03,47588.85546875
2022-01-10,45897.57421875
2022-01-17,42735.85546875
2022-01-24,42375.6328125
2022-01-31,36954.00390625
