Date,Close
2022-02-07,38743.2734375
2022-02-14,44118.4453125
2022-02-21,44575.203125
2022-02-28,38286.02734375
2022-03-07,44354.63671875
2022-03-14,38737.26953125
2022-03-21,39338.78515625
2022-03-28,42358.80859375
2022-04-04,47465.73046875
2022-04-11,45555.9921875
2022-04-18,40127.18359375
2022-04-25,41502.75
2022-05-02,38117.4609375
2022-05-09,37750.453125
2022-05-16,31022.90625
2022-05-23,30425.857421875
2022-05-30,29655.5859375
2022-06-06,31792.310546875
2022-06-13,31155.478515625
2022-06-20,22206.79296875
2022-06-27,20710.59765625
2022-07-04,20280.634765625
2022-07-11,20190.115234375
2022-07-18,19323.9140625
2022-07-25,23389.43359375
2022-08-01,21239.75390625
2022-08-08,22978.1171875
2022-08-15,23164.318359375
2022-08-22,23883.291015625
2022-08-29,21528.087890625
2022-09-05,19796.80859375
2022-09-12,18837.66796875
2022-09-19,20296.70703125
2022-09-26,18890.7890625
2022-10-03,19110.546875
2022-10-10,20336.84375
2022-10-17,19051.41796875
2022-10-24,19334.416015625
2022-10-31,20095.857421875
2022-11-07,20485.2734375
2022-11-14,18541.271484375
2022-11-21,16884.61328125
2022-11-28,16189.76953125
2022-12-05,16444.982421875
2022-12-12,17089.50390625
2022-12-19,17781.318359375
2022-12-26,16906.3046875
2023-01-02,16717.173828125
2023-01-09,16679.857421875
2023-01-16,17446.29296875
2023-01-23,21161.51953125
2023-01-30,22636.46875
2023-02-06,23139.283203125
2023-02-13,23264.291015625
2023-02-20,22220.8046875
2023-02-27,24436.353515625
2023-03-06,23147.353515625
2023-03-13,22219.76953125
2023-03-20,24746.07421875
2023-03-27,28175.81640625
2023-04-03,27268.130859375
2023-04-10,28168.08984375
2023-04-17,30235.05859375
2023-04-24,30397.552734375
2023-05-01,28307.59765625
2023-05-08,28680.537109375
2023-05-15,27658.775390625
2023-05-22,27036.650390625
2023-05-29,27225.7265625
2023-06-05,27702.349609375
2023-06-12,27238.783203125
2023-06-19,25918.728515625
2023-06-26,28327.48828125
2023-07-03,30688.1640625
2023-07-10,30777.58203125
2023-07-17,30620.951171875
2023-07-24,29856.5625
2023-07-31,29227.390625
2023-08-07,29675.732421875
2023-08-14,29765.4921875
2023-08-21,29170.34765625
2023-08-28,26031.65625
2023-09-04,27727.392578125
2023-09-11,25779.982421875
2023-09-18,25833.34375
2023-09-25,27211.1171875
2023-10-02,26217.25
2023-10-09,27429.978515625
2023-10-16,27391.01953125
2023-10-23,28415.748046875
2023-10-30,33901.52734375
2023-11-06,34667.78125
2023-11-13,35443.5625
2023-11-20,35537.640625
2023-11-27,35813.8125
2023-12-04,37831.0859375
2023-12-11,44080.6484375
2023-12-18,41450.22265625
2023-12-25,42270.52734375
2024-01-01,42520.40234375
2024-01-08,44957.96875
2024-01-15,46139.73046875
2024-01-22,43154.9453125
2024-01-29,39845.55078125
2024-02-05,42952.609375
2024-02-12,43084.671875
2024-02-19,49742.44140625
2024-02-26,52284.875
2024-03-04,57085.37109375
2024-03-11,63801.19921875
2024-03-18,71481.2890625
2024-03-25,61912.7734375
2024-04-01,69987.8359375
2024-04-08,65446.97265625
2024-04-15,69139.015625
2024-04-22,63811.86328125
2024-04-29,66407.2734375
2024-05-06,60636.85546875
2024-05-13,62334.81640625
2024-05-20,61552.7890625
2024-05-27,70136.53125
2024-06-03,68296.21875
2024-06-10,70567.765625
2024-06-17,67332.03125
2024-06-24,65140.74609375
2024-07-01,61804.640625
2024-07-08,62029.015625
2024-07-15,58009.2265625
2024-07-22,65097.1484375
2024-07-29,65927.671875
2024-08-05,66201.015625
2024-08-12,56034.31640625
2024-08-19,60609.56640625
2024-08-26,59012.79296875
2024-09-02,59504.1328125
2024-09-09,57431.0234375
2024-09-16,57648.7109375
2024-09-23,60308.5390625
2024-09-30,64301.96875
2024-10-07,60837.0078125
2024-10-14,62131.96875
2024-10-21,67041.109375
2024-10-28,67361.40625
2024-11-04,72720.4921875
2024-11-11,69359.5625
2024-11-18,87955.8125
2024-11-25,92343.7890625
2024-12-02,91985.3203125
2024-12-09,96002.1640625
2024-12-16,96675.4296875
2024-12-23,106140.6015625
2024-12-30,98676.09375
2025-01-06,93429.203125
2025-01-13,96922.703125
2025-01-20,96534.046875
2025-01-27,106146.265625
2025-02-03,101332.4765625
2025-02-10,97871.8203125
2025-02-17,95747.4296875
2025-02-24,95539.546875
2025-03-03,88736.171875
2025-03-10,87222.1953125
2025-03-17,82862.2109375
2025-03-24,82718.5
2025-03-31,87471.703125
2025-04-07,85169.171875
2025-04-14,76271.953125
2025-04-21,83668.9921875
2025-04-28,93441.890625
2025-05-05,94284.7890625
2025-05-12,96802.4765625
2025-05-19,104169.8125
