Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-05-18 00:00:00-04:00,99.98647882482837,100.8256265636839,99.94999323284571,100.60671997070312,2439800,0.0,0.0,0.0
2015-05-25 00:00:00-04:00,100.36043788434216,100.67056191794863,99.26589802683449,99.54865264892578,2420100,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,99.922668967492,100.41520725021049,98.7369111310805,99.29330444335938,3381900,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,99.20205128800976,100.02295967138485,97.86123542164954,99.11995697021484,3951800,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,98.36289405609354,100.74352482612767,97.99805208095383,99.97734832763672,3254400,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,100.45164101459774,100.69791698777553,99.07434663597655,99.4027099609375,2687000,0.296,0.0,0.0
2015-06-29 00:00:00-04:00,98.85788271390021,99.19628302257526,97.36710574321133,98.60179901123047,4661100,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,97.8610044931251,99.0225292332501,97.02872531119569,98.66584014892578,5978600,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,99.43409018686565,101.83030825020724,99.37006925336625,101.80287170410156,4368300,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,101.9858050804621,102.36078288223037,99.74505820112978,99.88224792480469,3321400,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,99.4523627112627,101.54677144893319,99.03165279132011,101.10777282714844,3640900,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,101.17181091047954,101.5284999678384,98.91277556203437,99.5804214477539,4665000,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,100.34868416122784,100.84256295010998,98.13538094190177,100.21149444580078,2811700,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,99.90967200892672,101.06205577515787,94.3032455444336,94.3032455444336,3494000,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,89.19068372973936,96.06839441266975,85.61464567043946,95.77572631835938,9882000,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,95.1538046996931,95.72999304153815,91.56861883936398,92.66612243652344,4532200,0.0,0.0,0.0
2015-09-07 00:00:00-04:00,94.33982952198704,95.89462758221616,93.50755042283218,94.87029266357422,2987800,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,95.05320739746094,97.79697359927997,94.23007614136357,95.05320739746094,2878400,0.0,0.0,0.0
2015-09-21 00:00:00-04:00,95.22695211362759,95.82142902509405,92.00759685574074,92.80329132080078,3529000,0.347,0.0,0.0
2015-09-28 00:00:00-04:00,92.51774105670599,93.86669158935547,89.47113450042905,93.86669158935547,5525800,0.0,0.0,0.0
2015-10-05 00:00:00-04:00,94.49068951412862,96.68387867202892,94.11444858689977,96.50035095214844,3381800,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,96.58294785027755,97.43636515170782,95.353296577859,97.399658203125,2881600,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,97.10600713565287,99.62955202691323,96.65635927898231,99.40013885498047,2577200,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,99.2900077190218,100.9142567285612,98.79448148001467,100.29025268554688,2856400,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,100.39119078816717,102.05213967021922,100.39119078816717,101.20790100097656,3128700,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,100.96932811879643,100.96932811879643,97.17024640087784,97.23448181152344,2670100,0.0,0.0,0.0
2015-11-16 00:00:00-05:00,96.96834990172279,101.09778665878702,96.90411449888047,100.95096588134766,3311700,0.0,0.0,0.0
2015-11-23 00:00:00-05:00,100.9693284546429,101.35474091979842,99.93238339330503,101.13450622558594,2005300,0.0,0.0,0.0
2015-11-30 00:00:00-05:00,101.22625181785554,101.5474358152846,98.38153027745602,100.76742553710938,3837100,0.0,0.0,0.0
2015-12-07 00:00:00-05:00,100.63896092225464,100.69402484009825,96.74811578277533,96.8857650756836,6171700,0.0,0.0,0.0
2015-12-14 00:00:00-05:00,96.96834359828341,99.68459431511272,95.84880636340691,95.88551330566406,4521200,0.413,0.0,0.0
2015-12-21 00:00:00-05:00,96.96139857543656,98.87740791163958,96.26131432164894,98.59185028076172,3498900,0.0,0.0,0.0
2015-12-28 00:00:00-05:00,98.49047220778128,99.85379274640647,97.85487628541162,98.00225830078125,2498000,0.0,0.0,0.0
2016-01-04 00:00:00-05:00,96.34419468047118,96.74029406439963,91.81208570242828,91.96868133544922,5322900,0.0,0.0,0.0
2016-01-11 00:00:00-05:00,92.45691547311188,93.40571000802188,88.51434119868571,89.65658569335938,6502000,0.0,0.0,0.0
2016-01-18 00:00:00-05:00,90.68829585003881,91.66473126975137,86.23909364900258,91.57261657714844,7981100,0.0,0.0,0.0
2016-01-25 00:00:00-05:00,91.42520305633545,92.1344937308447,89.1591484889167,92.11607360839844,4745900,0.0,0.0,0.0
2016-02-01 00:00:00-05:00,91.5910238346532,92.77010860125361,87.98007497996456,88.29326629638672,5950200,0.0,0.0,0.0
2016-02-08 00:00:00-05:00,87.1694554687736,88.46829574144002,85.17975153290391,87.68531036376953,9055200,0.0,0.0,0.0
2016-02-15 00:00:00-05:00,88.79992042222766,91.33311313276481,88.3209127740654,90.66987609863281,4594800,0.0,0.0,0.0
2016-02-22 00:00:00-05:00,91.45284022143034,93.12935254355297,89.4907703092222,92.51217651367188,3279800,0.0,0.0,0.0
2016-02-29 00:00:00-05:00,92.51217419422393,95.28487001325988,91.7291889640759,94.75059509277344,3634500,0.0,0.0,0.0
2016-03-07 00:00:00-05:00,94.30843679849032,95.70860509999935,92.95433637439127,95.66254425048828,3323400,0.0,0.0,0.0
2016-03-14 00:00:00-04:00,95.3953927866185,97.2745613189631,95.13746893416103,97.11796569824219,3613200,0.0,0.0,0.0
2016-03-21 00:00:00-04:00,96.6942259941621,97.35746272790625,95.80069911830661,96.46393585205078,3809300,0.32,0.0,0.0
2016-03-28 00:00:00-04:00,97.03482498636664,99.2708261919847,96.55436617027148,99.169189453125,3010900,0.0,0.0,0.0
2016-04-04 00:00:00-04:00,99.20615883628464,99.3724728756723,97.7093324817957,98.23599243164062,3096100,0.0,0.0,0.0
2016-04-11 00:00:00-04:00,98.58708529489758,99.84367854708746,97.51528931467394,99.41865539550781,3023000,0.0,0.0,0.0
2016-04-18 00:00:00-04:00,99.19692166936353,100.29644270415706,98.72569736169541,99.33551788330078,3254600,0.0,0.0,0.0
2016-04-25 00:00:00-04:00,98.9936370281874,99.6588931408267,96.9516746570167,97.57997131347656,2683300,0.0,0.0,0.0
2016-05-02 00:00:00-04:00,97.87565009970687,98.60558357430183,96.7114517814279,97.62618255615234,3931000,0.0,0.0,0.0
2016-05-09 00:00:00-04:00,97.57996466218738,99.27082265834339,97.15494151903742,97.33049011230469,2529300,0.0,0.0,0.0
2016-05-16 00:00:00-04:00,97.51530417607465,98.62405977966668,96.19403343965779,97.62618255615234,5424600,0.0,0.0,0.0
2016-05-23 00:00:00-04:00,97.65389968988,100.05620817999876,97.47834401833761,100.04696655273438,1949000,0.0,0.0,0.0
2016-05-30 00:00:00-04:00,100.24096945884531,100.45348452873004,99.5110362004331,100.20401000976562,2076400,0.0,0.0,0.0
2016-06-06 00:00:00-04:00,100.32415574450143,100.98941190018324,99.39094880115356,99.67737579345703,2008200,0.0,0.0,0.0
2016-06-13 00:00:00-04:00,99.4186780834437,99.98229755529556,97.45987589865715,98.11589050292969,2465900,0.323,0.0,0.0
2016-06-20 00:00:00-04:00,99.4041939338789,100.17339869746851,96.37368738539429,96.56830596923828,5641300,0.0,0.0,0.0
2016-06-27 00:00:00-04:00,95.80835196201143,100.10851356423335,94.40895083011733,99.75634765625,4492600,0.0,0.0,0.0
2016-07-04 00:00:00-04:00,99.38562514310355,101.64691918283224,98.736896723809,101.53570556640625,2141800,0.0,0.0,0.0
2016-07-11 00:00:00-04:00,101.80446536732211,103.14827003602451,101.71179088997249,102.6385498046875,2300800,0.0,0.0,0.0
2016-07-18 00:00:00-04:00,102.74975494384897,103.5560306079498,102.62927176968489,103.43555450439453,2461300,0.0,0.0,0.0
2016-07-25 00:00:00-04:00,103.45410108869338,104.36232798872014,102.83317427686202,104.10283660888672,2392800,0.0,0.0,0.0
2016-08-01 00:00:00-04:00,104.11212090709472,104.6496429182178,103.06488559903325,104.57550048828125,2355000,0.0,0.0,0.0
2016-08-08 00:00:00-04:00,104.68669107906742,104.98325366289329,104.18624039312193,104.81643676757812,2214300,0.0,0.0,0.0
